alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address_1,address_2,address_3,city,zip_code,country,state,display_address,category_1,category_2,category_3,,
panda-express-culver-city-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.0168995, 'longitude': -118.4081762}",(310) 253-9827,1487.721721,CH4xCOgZXex0R7zPx3psLA,https://s3-media2.fl.yelpcdn.com/bphoto/wFXHiMqBgZPfOhkvc_4E9Q/o.jpg,FALSE,"{'address1': '3812 Midway', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3812 Midway', 'Culver City, CA 90232']}",Panda Express,13102539827,$,3,129,[],https://www.yelp.com/biz/panda-express-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0168995,-118.4081762,3812 Midway,,,Culver City,90232,US,CA,"['3812 Midway', 'Culver City, CA 90232']",Chinese,Fast Food,,,
coniseafood-los-angeles,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.99247, 'longitude': -118.42233}",(310) 881-9644,2776.6563,GO7IkYkFwHmJEdc-fKL49w,https://s3-media2.fl.yelpcdn.com/bphoto/s3s3B36Zetsui6vvXevh7Q/o.jpg,FALSE,"{'address1': '4532 S Centinela Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['4532 S Centinela Ave', 'Los Angeles, CA 90066']}",Coni'Seafood,13108819644,$$,4,129,[],https://www.yelp.com/biz/coniseafood-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99247,-118.42233,4532 S Centinela Ave,,,Los Angeles,90066,US,CA,"['4532 S Centinela Ave', 'Los Angeles, CA 90066']",Seafood,Mexican,,,
sachi-la-los-angeles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vintage', 'title': 'Used, Vintage & Consignment'}, {'alias': 'gardening', 'title': 'Nurseries & Gardening'}]","{'latitude': 33.9916147446055, 'longitude': -118.421431666667}",(213) 785-7225,2768.272208,IcXNqgh3Rmcr6MP6Kl0Wjw,https://s3-media3.fl.yelpcdn.com/bphoto/GEb71s8v7shfKeixnzwl9Q/o.jpg,FALSE,"{'address1': '4574 S Centinela Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['4574 S Centinela Ave', 'Los Angeles, CA 90066']}",SACHI.LA,12137857225,$$,4.5,127,[],https://www.yelp.com/biz/sachi-la-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99161474,-118.4214317,4574 S Centinela Ave,,,Los Angeles,90066,US,CA,"['4574 S Centinela Ave', 'Los Angeles, CA 90066']",Coffee & Tea,"Used, Vintage & Consignment",Nurseries & Gardening,,
starbucks-los-angeles-36,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0272, 'longitude': -118.392835}",(310) 558-0407,2281.385991,y1RSPU_WQjlJhu41iuqSLw,https://s3-media3.fl.yelpcdn.com/bphoto/8GC6m3BjcoMg6GOPyOcgGA/o.jpg,FALSE,"{'address1': '8985 Venice Blvd', 'address2': 'Ste CB-2', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['8985 Venice Blvd', 'Ste CB-2', 'Los Angeles, CA 90034']}",Starbucks,13105580407,$,2.5,126,[],https://www.yelp.com/biz/starbucks-los-angeles-36?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0272,-118.392835,8985 Venice Blvd,Ste CB-2,,Los Angeles,90034,US,CA,"['8985 Venice Blvd', 'Ste CB-2', 'Los Angeles, CA 90034']",Coffee & Tea,,,,
cold-stone-creamery-culver-city-2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]","{'latitude': 34.0232339582189, 'longitude': -118.394835771065}",(310) 280-0100,1824.881731,eI4Dssp-6pRDZULbgo0ShA,https://s3-media3.fl.yelpcdn.com/bphoto/VMFNRLf8-sW_N_d7erxnsw/o.jpg,FALSE,"{'address1': '9514 Culver Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9514 Culver Blvd', 'Culver City, CA 90232']}",Cold Stone Creamery,13102800100,$,3,126,[],https://www.yelp.com/biz/cold-stone-creamery-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02323396,-118.3948358,9514 Culver Blvd,,,Culver City,90232,US,CA,"['9514 Culver Blvd', 'Culver City, CA 90232']",Ice Cream & Frozen Yogurt,Custom Cakes,Cupcakes,,
mcdonalds-culver-city-2,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0003309881351, 'longitude': -118.402898311615}",(310) 391-3064,882.8229192,#NAME?,https://s3-media2.fl.yelpcdn.com/bphoto/A-2F2rxGhpFzIITBoFpyGw/o.jpg,FALSE,"{'address1': '4835 S Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4835 S Sepulveda Blvd', 'Culver City, CA 90230']}",McDonald's,13103913064,$,2,126,[],https://www.yelp.com/biz/mcdonalds-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.00033099,-118.4028983,4835 S Sepulveda Blvd,,,Culver City,90230,US,CA,"['4835 S Sepulveda Blvd', 'Culver City, CA 90230']",Fast Food,Burgers,Coffee & Tea,,
310-coffee-company-los-angeles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0047321, 'longitude': -118.4210541}",(310) 881-9041,2167.305415,HBZTzkCzHs0IKkv1aNcl1g,https://s3-media1.fl.yelpcdn.com/bphoto/_jHZwUu8LPp1wSB9c1mfPA/o.jpg,FALSE,"{'address1': '11625 Washington Pl', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['11625 Washington Pl', 'Los Angeles, CA 90066']}",310 Coffee Company,13108819041,$,4,123,[],https://www.yelp.com/biz/310-coffee-company-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0047321,-118.4210541,11625 Washington Pl,,,Los Angeles,90066,US,CA,"['11625 Washington Pl', 'Los Angeles, CA 90066']",Coffee & Tea,,,,
rubens-tacos-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.02199, 'longitude': -118.401354}",(310) 343-9200,1682.64089,L74s_GpFBRZFMvWGBOFUsg,https://s3-media1.fl.yelpcdn.com/bphoto/ZhRzRgJ2SqISz1-CpayTkg/o.jpg,FALSE,"{'address1': '10113 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10113 Venice Blvd', 'Los Angeles, CA 90034']}",Rubens Tacos,13103439200,$,3.5,122,[],https://www.yelp.com/biz/rubens-tacos-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02199,-118.401354,10113 Venice Blvd,,,Los Angeles,90034,US,CA,"['10113 Venice Blvd', 'Los Angeles, CA 90034']",Mexican,,,,
es-con-sabor-west-los-angeles,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}]","{'latitude': 34.0204692501392, 'longitude': -118.404583409429}",(310) 842-1111,1605.201952,P6duIgMehH2Dk4UR17jRyQ,https://s3-media1.fl.yelpcdn.com/bphoto/s7S23lSLRnk0x-mS0gSoJA/o.jpg,FALSE,"{'address1': '10401 Venice Blvd', 'address2': 'Ste R', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10401 Venice Blvd', 'Ste R', 'Los Angeles, CA 90034']}",Es Con Sabor West,13108421111,$,4,121,[],https://www.yelp.com/biz/es-con-sabor-west-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02046925,-118.4045834,10401 Venice Blvd,Ste R,,Los Angeles,90034,US,CA,"['10401 Venice Blvd', 'Ste R', 'Los Angeles, CA 90034']",Salvadoran,,,,
qdoba-mexican-eats-culver-city-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 33.9866808730386, 'longitude': -118.392581029083}",(310) 391-5138,2326.302153,w_2hX6nBiwaDrZKBmtwYWw,https://s3-media3.fl.yelpcdn.com/bphoto/zfUifYdm0fcEzPU3f45nrg/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 1591', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 1591', 'Culver City, CA 90230']}",QDOBA Mexican Eats,13103915138,$,3.5,120,[],https://www.yelp.com/biz/qdoba-mexican-eats-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98668087,-118.392581,6000 Sepulveda Blvd,Ste 1591,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Ste 1591', 'Culver City, CA 90230']",Mexican,Fast Food,,,
carls-jr-culver-city,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.0125, 'longitude': -118.4161}",(310) 397-4119,1810.905368,fQ0YhLvHuogBdwsvQU2VkQ,https://s3-media3.fl.yelpcdn.com/bphoto/agOC1me_AdvHVoGdHqF-OA/o.jpg,FALSE,"{'address1': '3816 S Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['3816 S Sepulveda Blvd', 'Culver City, CA 90230']}",Carls jr,13103974119,$,2,116,"['pickup', 'delivery']",https://www.yelp.com/biz/carls-jr-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0125,-118.4161,3816 S Sepulveda Blvd,,,Culver City,90230,US,CA,"['3816 S Sepulveda Blvd', 'Culver City, CA 90230']",Burgers,Fast Food,,,
del-taco-culver-city,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 33.9890785217285, 'longitude': -118.396446228027}",(310) 398-1406,2012.777767,_BBv-e1z_TFEqmheuSJMIw,https://s3-media2.fl.yelpcdn.com/bphoto/wZ-RQhwQR9JqZQB78FpbsA/o.jpg,FALSE,"{'address1': '11446 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['11446 Jefferson Blvd', 'Culver City, CA 90230']}",Del Taco,13103981406,$,2,114,['delivery'],https://www.yelp.com/biz/del-taco-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98907852,-118.3964462,11446 Jefferson Blvd,,,Culver City,90230,US,CA,"['11446 Jefferson Blvd', 'Culver City, CA 90230']",Tex-Mex,Fast Food,,,
massis-kabob-the-original-kabobery-culver-city,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'persian', 'title': 'Persian/Iranian'}]","{'latitude': 33.9858972255611, 'longitude': -118.392695236423}",(310) 572-7200,2409.386827,1gC8p8ZEKQD1InSMQnRt5w,https://s3-media4.fl.yelpcdn.com/bphoto/yGfk5N8ZrpHTBEvVyXbiFA/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Massis Kabob - The Original Kabobery,13105727200,$$,3,108,['delivery'],https://www.yelp.com/biz/massis-kabob-the-original-kabobery-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98589723,-118.3926952,6000 Sepulveda Blvd,,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Mediterranean,Middle Eastern,Persian/Iranian,,
scarlet-lady-saloon-culver-city,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'poolhalls', 'title': 'Pool Halls'}]","{'latitude': 33.9945497479109, 'longitude': -118.395728982803}",(310) 391-9079,1413.027098,YaxJvS4QzAlijheVdM6d2g,https://s3-media2.fl.yelpcdn.com/bphoto/d8B5keBXhxuOfGruczNoFg/o.jpg,FALSE,"{'address1': '5411 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['5411 Sepulveda Blvd', 'Culver City, CA 90230']}",Scarlet Lady Saloon,13103919079,$,4,108,[],https://www.yelp.com/biz/scarlet-lady-saloon-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99454975,-118.395729,5411 Sepulveda Blvd,,,Culver City,90230,US,CA,"['5411 Sepulveda Blvd', 'Culver City, CA 90230']",Karaoke,Sports Bars,Pool Halls,,
baja-fresh-culver-city-2,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.017483, 'longitude': -118.408477}",(310) 280-0644,1506.543936,aoajclj7FAaHv80JocvgpQ,https://s3-media4.fl.yelpcdn.com/bphoto/h8DMGX8w3a04IeopW_PwaQ/o.jpg,FALSE,"{'address1': '10768 Venice Blvd', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10768 Venice Blvd', 'Culver City, CA 90232']}",Baja Fresh,13102800644,$,3,107,"['pickup', 'delivery']",https://www.yelp.com/biz/baja-fresh-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.017483,-118.408477,10768 Venice Blvd,,,Culver City,90232,US,CA,"['10768 Venice Blvd', 'Culver City, CA 90232']",Mexican,Tex-Mex,Fast Food,,
el-sazon-oaxaqueno-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.001, 'longitude': -118.42778}",(310) 391-4721,2836.676474,f3J-mkOztaWSPH18EWzL8g,https://s3-media3.fl.yelpcdn.com/bphoto/jK3aOhPp2Rxp_tNrFqvKFQ/o.jpg,FALSE,"{'address1': '12131 Washington Pl', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12131 Washington Pl', 'Los Angeles, CA 90066']}",El Sazon Oaxaqueno,13103914721,$,3.5,107,['pickup'],https://www.yelp.com/biz/el-sazon-oaxaqueno-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.001,-118.42778,12131 Washington Pl,,,Los Angeles,90066,US,CA,"['12131 Washington Pl', 'Los Angeles, CA 90066']",Mexican,,,,
honey-baked-ham-company-culver-city,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 33.990188, 'longitude': -118.3964}",(310) 390-4452,1885.417675,4SFq-pewD-ra2fid7886cw,https://s3-media4.fl.yelpcdn.com/bphoto/0ulE4ctn1PUnfZeSlL0uAA/o.jpg,FALSE,"{'address1': '11405 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['11405 Jefferson Blvd', 'Culver City, CA 90230']}",Honey Baked Ham Company,13103904452,$$,3.5,105,[],https://www.yelp.com/biz/honey-baked-ham-company-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.990188,-118.3964,11405 Jefferson Blvd,,,Culver City,90230,US,CA,"['11405 Jefferson Blvd', 'Culver City, CA 90230']",Delis,Sandwiches,Meat Shops,,
just-turkey-los-angeles-2,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.02692, 'longitude': -118.37158}",(323) 591-0277,3245.375129,9GHopT8nFKqztDYHacbK-A,https://s3-media3.fl.yelpcdn.com/bphoto/ojlgfoJsKx7Q2eRZ8RRmmQ/o.jpg,FALSE,"{'address1': '3340 La Cienega Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['3340 La Cienega Blvd', 'Los Angeles, CA 90016']}",Just Turkey,13235910277,$,4,104,"['pickup', 'delivery']",https://www.yelp.com/biz/just-turkey-los-angeles-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02692,-118.37158,3340 La Cienega Blvd,,,Los Angeles,90016,US,CA,"['3340 La Cienega Blvd', 'Los Angeles, CA 90016']",Burgers,Barbeque,,,
super-domestic-coffee-culver-city-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.01963, 'longitude': -118.39736}",(424) 385-6127,1394.798827,#NAME?,https://s3-media1.fl.yelpcdn.com/bphoto/0aRWksqNuSXSWh11VQ2VyQ/o.jpg,FALSE,"{'address1': '10054 Culver Blvd', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10054 Culver Blvd', 'Culver City, CA 90232']}",Super Domestic Coffee,14243856127,$$,4,103,[],https://www.yelp.com/biz/super-domestic-coffee-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01963,-118.39736,10054 Culver Blvd,,,Culver City,90232,US,CA,"['10054 Culver Blvd', 'Culver City, CA 90232']",Coffee & Tea,,,,
doomie-s-culver-city,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.02074, 'longitude': -118.39634}",(310) 876-0080,1525.077585,RhTquJVZoMaDVMnKQZbC4g,https://s3-media2.fl.yelpcdn.com/bphoto/oDqUVi90uyHrjgfMueh_eQ/o.jpg,FALSE,"{'address1': '9900 Culver Blvd', 'address2': 'Unit 1B', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9900 Culver Blvd', 'Unit 1B', 'Culver City, CA 90232']}",Doomie’s,13108760080,$$,4,101,[],https://www.yelp.com/biz/doomie-s-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02074,-118.39634,9900 Culver Blvd,Unit 1B,,Culver City,90232,US,CA,"['9900 Culver Blvd', 'Unit 1B', 'Culver City, CA 90232']",Vegan,American (Traditional),,,
juquila-culver-city,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.022435, 'longitude': -118.3999679}",(310) 841-2520,1704.321073,TwTpkGyUeJoQTPp8e6mykA,https://s3-media3.fl.yelpcdn.com/bphoto/hSSnEJi6rCMdfiIdz8919w/o.jpg,FALSE,"{'address1': '10022 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10022 Venice Blvd', 'Culver City, CA 90232']}",Juquila,13108412520,$,3.5,101,"['pickup', 'delivery']",https://www.yelp.com/biz/juquila-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.022435,-118.3999679,10022 Venice Blvd,,,Culver City,90232,US,CA,"['10022 Venice Blvd', 'Culver City, CA 90232']",Mexican,Fast Food,,,
campos-famous-burritos-culver-city-3,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0204861, 'longitude': -118.4034026}",(310) 836-2680,1547.710987,RU0XdYNQ4tl9rFQiC-U6Kg,https://s3-media2.fl.yelpcdn.com/bphoto/2x3mQpoMbSzXKKFu73kFzQ/o.jpg,FALSE,"{'address1': '10352 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10352 Venice Blvd', 'Culver City, CA 90232']}",Campos Famous Burritos,13108362680,$,3.5,99,[],https://www.yelp.com/biz/campos-famous-burritos-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0204861,-118.4034026,10352 Venice Blvd,,,Culver City,90232,US,CA,"['10352 Venice Blvd', 'Culver City, CA 90232']",Mexican,,,,
starbucks-culver-city-9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 33.98538694, 'longitude': -118.3949422}",(310) 754-4614,2432.84994,q_tTxEQxFfoo1IZOtm_IrA,https://s3-media3.fl.yelpcdn.com/bphoto/D9sPqqPDRluz4uEqfJwGLA/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': 'Ste 2250', 'address3': 'Target', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Ste 2250', 'Target', 'Culver City, CA 90230']}",Starbucks,13107544614,$,1.5,98,[],https://www.yelp.com/biz/starbucks-culver-city-9?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98538694,-118.3949422,6000 Sepulveda Blvd,Ste 2250,Target,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Ste 2250', 'Target', 'Culver City, CA 90230']",Coffee & Tea,,,,
bibigo-culver-city-4,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 33.9856578914366, 'longitude': -118.393590327369}",(310) 313-1110,2420.428409,XwZ5L-SNfkXD_u1Rz22Zog,https://s3-media1.fl.yelpcdn.com/bphoto/Bbdta1B1R6FjEHKQuuJZlQ/o.jpg,FALSE,"{'address1': '6000 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['6000 Sepulveda Blvd', 'Culver City, CA 90230']}",Bibigo,13103131110,$,3.5,98,"['pickup', 'delivery']",https://www.yelp.com/biz/bibigo-culver-city-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.98565789,-118.3935903,6000 Sepulveda Blvd,,,Culver City,90230,US,CA,"['6000 Sepulveda Blvd', 'Culver City, CA 90230']",Korean,,,,
starbucks-los-angeles-56,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.031081, 'longitude': -118.401007}",(310) 839-1483,2678.79648,wXuabqfpviD1TjQREBIR4g,https://s3-media3.fl.yelpcdn.com/bphoto/4ldFSGCCGhQNXwElxr5WkQ/o.jpg,FALSE,"{'address1': '9824 National Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['9824 National Blvd', 'Los Angeles, CA 90034']}",Starbucks,13108391483,$,3.5,96,[],https://www.yelp.com/biz/starbucks-los-angeles-56?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.031081,-118.401007,9824 National Blvd,,,Los Angeles,90034,US,CA,"['9824 National Blvd', 'Los Angeles, CA 90034']",Coffee & Tea,,,,
the-coffee-bean-and-tea-leaf-culver-city-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.017128, 'longitude': -118.406001}",(310) 253-5011,1344.27568,Pm-fg3TrroTfTpR-ZUXM8Q,https://s3-media1.fl.yelpcdn.com/bphoto/GeGbWYCOmKbulNdPju4m2g/o.jpg,FALSE,"{'address1': '10705 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10705 Washington Blvd', 'Culver City, CA 90232']}",The Coffee Bean & Tea Leaf,13102535011,$,3,96,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-culver-city-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.017128,-118.406001,10705 Washington Blvd,,,Culver City,90232,US,CA,"['10705 Washington Blvd', 'Culver City, CA 90232']",Coffee & Tea,,,,
